winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity,maridaje
Dominio de Pingus,Pingus,2012,4.6,400,Espana,Ribera del Duero,890.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Dominio del Bendito,El Titan del Bendito,2015,4.6,388,Espana,Toro,43.5,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Emilio Moro,Malleolus de Sanchomartin,2015,4.6,369,Espana,Ribera del Duero,99.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Dominio de Pingus,Pingus,2013,4.6,323,Espana,Ribera del Duero,1198.72,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Mauro,Terreus Paraje de Cueva Baja,2015,4.6,313,Espana,Castilla y Leon,94.95,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Bodegas Mauro,Terreus Paraje de Cueva Baja,2016,4.6,304,Espana,Castilla y Leon,89.0,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Dominio de Pingus,Pingus,2005,4.6,293,Espana,Ribera del Duero,1785.96,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Vinedos de Paganos,La Nieta,2017,4.6,286,Espana,Rioja,108.21,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Artadi,Vina El Pison,2006,4.6,274,Espana,Vino de Espana,391.5,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Dominio de Pingus,Pingus,1998,4.6,244,Espana,Ribera del Duero,1350.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Roda,Cirsion Rioja,2007,4.6,242,Espana,Rioja,145.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Roda,Cirsion Rioja,2012,4.6,231,Espana,Rioja,173.38,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodega Contador (Benjamin Romeo),Contador Rioja,2011,4.6,225,Espana,Rioja,220.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Marques de Murrieta,Dalmau Rioja,2017,4.6,222,Espana,Rioja,85.7,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Vega Sicilia,Unico,1965,4.6,218,Espana,Ribera del Duero,2884.04,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Sierra Cantabria,Finca el Bosque,2015,4.6,214,Espana,Rioja,79.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Vina Sastre,Pago de Santa Cruz,2018,4.6,211,Espana,Ribera del Duero,68.7,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Dominio de Pingus,Pingus,2003,4.6,205,Espana,Ribera del Duero,1638.95,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Mas d'en Gil,Clos Fonta Priorat,2004,4.6,202,Espana,Priorato,150.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Carmelo Rodero,Pago De Valtarrena,2016,4.6,200,Espana,Ribera del Duero,48.95,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Pago de Los Capellanes,Parcela El Picon Tinto,2014,4.6,197,Espana,Ribera del Duero,109.41,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Emilio Moro,Malleolus de Sanchomartin,2014,4.6,186,Espana,Ribera del Duero,119.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Vega Sicilia,Valbuena 5o,1992,4.6,176,Espana,Ribera del Duero,195.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Dominio de Pingus,Pingus,2014,4.6,172,Espana,Ribera del Duero,1595.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Artadi,Vina El Pison,2010,4.6,169,Espana,Vino de Espana,519.55,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Pago de Los Capellanes,Parcela El Picon Tinto,2012,4.6,165,Espana,Ribera del Duero,89.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Artadi,Vina El Pison,2011,4.6,165,Espana,Vino de Espana,511.9,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1999,4.6,164,Espana,Priorato,980.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Casa Castillo,Cuvee N Vinas Viejas,2015,4.6,160,Espana,Jumilla,73.0,Red,4.0,3.0,"Carnes, pastas, quesos"
Artadi,Vina El Pison,2012,4.6,159,Espana,Vino de Espana,280.0,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Vega Sicilia,Unico,1973,4.6,157,Espana,Ribera del Duero,932.3,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodega Contador (Benjamin Romeo),Contador Rioja,2014,4.6,157,Espana,Rioja,251.99,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas San Roman,Cartago Paraje de Pozo,2014,4.6,153,Espana,Toro,61.69,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1996,4.6,150,Espana,Priorato,1372.14,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Bodega Numanthia,Termanthia,2014,4.6,147,Espana,Toro,210.5,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Vega Sicilia,Valbuena 5o,1985,4.6,146,Espana,Ribera del Duero,285.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Matarromera,Ribera del Duero Prestigio Pago de las Solanas,2001,4.6,145,Espana,Ribera del Duero,245.75,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Vega Sicilia,Valbuena 5o,1989,4.6,143,Espana,Ribera del Duero,228.57,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodega Contador (Benjamin Romeo),Contador Rioja,2015,4.6,143,Espana,Rioja,319.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Artadi,Vina El Pison,2005,4.6,142,Espana,Vino de Espana,325.0,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Nin-Ortiz,Nit de Nin Mas d'en Cacador,2011,4.6,139,Espana,Priorato,345.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Bodegas Mauro,VS,2018,4.6,136,Espana,Castilla y Leon,58.9,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Remirez de Ganuza,Maria Remirez de Ganuza,2005,4.6,136,Espana,Rioja,159.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Vinas del Vero,Blecua Somontano,2013,4.6,135,Espana,Somontano,69.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Vega Sicilia,Unico Reserva Especial Edicion,1989,4.6,133,Espana,Ribera del Duero,895.4,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Teso La Monja,Alabaster,2017,4.6,131,Espana,Toro,147.85,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Bodegas Mauro,Terreus Paraje de Cueva Baja,2018,4.6,128,Espana,Castilla y Leon,88.05,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1997,4.6,127,Espana,Priorato,1080.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Marques de Riscal,Frank Gehry Selection,2001,4.6,124,Espana,Rioja,301.0,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Artadi,Vina El Pison,2014,4.6,124,Espana,Vino de Espana,275.0,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Vega Sicilia,Unico,1967,4.6,123,Espana,Ribera del Duero,1106.24,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Arzuaga,Amaya Arzuaga (Coleccion),2016,4.6,123,Espana,Ribera del Duero,64.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Dominio de Pingus,Pingus,2000,4.6,122,Espana,Ribera del Duero,1503.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1995,4.6,122,Espana,Priorato,1372.14,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Artadi,Vina El Pison,2015,4.6,122,Espana,Vino de Espana,241.55,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Bodegas Mas Alta,La Creu Alta,2013,4.6,116,Espana,Priorato,89.17,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Vega Sicilia,Unico,1975,4.6,115,Espana,Ribera del Duero,769.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Dominio de Calogia,Tinto,2019,4.6,114,Espana,Ribera del Duero,67.94,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Tomas Postigo,5o Ano Ribera del Duero Tinto,2016,4.6,113,Espana,Ribera del Duero,44.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Artadi,Vina El Pison,2009,4.6,113,Espana,Vino de Espana,445.0,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Cal Pla,Planots Priorat,2010,4.6,112,Espana,Priorato,87.02,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Vega Sicilia,Unico Reserva Especial Edicion,2009,4.6,111,Espana,Ribera del Duero,747.17,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Dominio del Bendito,El Titan del Bendito,2018,4.6,111,Espana,Toro,49.95,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Ossian,Capitel,2018,4.6,107,Espana,Castilla y Leon,50.51,Verdejo,3.0,3.0,"Pescados, mariscos, ensaladas"
Arzuaga,Gran Arzuaga Ribera del Duero,2004,4.6,105,Espana,Ribera del Duero,157.4,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Alto Moncayo,Aquilon Garnacha,2015,4.6,105,Espana,Campo de Borja,120.9,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Dominio de Pingus,Pingus,1996,4.6,102,Espana,Ribera del Duero,1746.94,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Cepa 21,Horcajo,2015,4.6,100,Espana,Ribera del Duero,75.3,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Carmelo Rodero,Pago De Valtarrena,2018,4.6,99,Espana,Ribera del Duero,47.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Vega Sicilia,Unico,2012,4.6,98,Espana,Ribera del Duero,359.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Vilano,Tinto,2019,4.6,97,Espana,Ribera del Duero,43.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Allende,Aurus,2005,4.6,95,Espana,Rioja,136.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Costers del Siurana,Dolc de L'Obac,2006,4.6,94,Espana,Priorato,117.239420060872,Unknown,4.0,3.0,unknown
Pago de Los Capellanes,Parcela El Picon Tinto,2011,4.6,93,Espana,Ribera del Duero,135.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Remirez de Ganuza,Trasnocho,2013,4.6,91,Espana,Rioja,82.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Roda,Cirsion Rioja,2017,4.6,90,Espana,Rioja,149.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Teso La Monja,Tinto,2008,4.6,87,Espana,Toro,1260.0,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Pago de Los Capellanes,Doroteo Edicion Especial 25 Aniversario,2015,4.6,86,Espana,Ribera del Duero,59.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Valduero,Tierra Alta de 2 Racimos Gran Reserva,2011,4.6,85,Espana,Ribera del Duero,82.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2011,4.6,85,Espana,Rioja,195.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Vega Sicilia,Valbuena 5o,1980,4.6,84,Espana,Ribera del Duero,195.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Arzuaga,Reserva Especial Ribera del Duero,2016,4.6,83,Espana,Ribera del Duero,54.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Hacienda Monasterio,Reserva Especial,2015,4.6,80,Espana,Ribera del Duero,79.1,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Mas d'en Gil,Gran Buig Priorat,2004,4.6,79,Espana,Priorato,272.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Castillo Perelada,Finca Garbet,2014,4.6,75,Espana,Emporda,99.0,Syrah,4.0,3.0,"Carnes rojas, caza, quesos"
Osborne,Solera India Oloroso Rare Sherry,N.V.,4.6,74,Espana,Jerez-Xeres-Sherry,189.99,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Emilio Moro,Clon De La Familia,2011,4.6,72,Espana,Ribera del Duero,317.63,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Sierra Cantabria,Amancio,2007,4.6,70,Espana,Rioja,399.6,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Toro Albala,Gines Liebana Pedro Ximenez,1910,4.6,70,Espana,Montilla-Moriles,701.05,Pedro Ximenez,5.0,1.0,"Postres, quesos azules"
Recaredo,Reserva Particular de Recaredo Brut Nature,2008,4.6,69,Espana,Cava,74.9,Cava,2.0,3.0,"Aperitivos, mariscos, postres"
Clos Erasmus,Priorat,2008,4.6,66,Espana,Priorato,654.31,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Vega Sicilia,Valbuena 5o,1983,4.6,66,Espana,Ribera del Duero,247.75,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Toro Albala,Don PX Seleccion,1965,4.6,65,Espana,Montilla-Moriles,144.99,Pedro Ximenez,5.0,1.0,"Postres, quesos azules"
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2001,4.6,65,Espana,Priorato,945.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Hacienda Monasterio,Reserva,2017,4.6,64,Espana,Ribera del Duero,50.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Ysios,Finca Las Naves,2016,4.6,63,Espana,Rioja,126.64,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Marques de Grinon,AAA,2008,4.6,63,Espana,Dominio de Valdepusa,162.38,Red,4.0,3.0,"Carnes, pastas, quesos"
Contino,Vina del Olivo,2001,4.6,60,Espana,Rioja,81.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2010,4.6,60,Espana,Priorato,2750.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Marques de Murrieta,Dalmau Rioja,2001,4.6,59,Espana,Rioja,121.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Alvaro Palacios,Les Aubaguetes Priorat,2016,4.6,59,Espana,Priorato,355.95,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Gramona,Cava Enoteca Finca La Plana Brut Nature,2001,4.6,58,Espana,Cava,164.66,Cava,2.0,3.0,"Aperitivos, mariscos, postres"
Alto Moncayo,Aquilon Garnacha,2016,4.6,58,Espana,Campo de Borja,120.9,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Dominio del Aguila,Gran Reserva Penas Aladas,2014,4.6,58,Espana,Ribera del Duero,218.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Hacienda Solano,Pena Lobera,2016,4.6,57,Espana,Ribera del Duero,65.95,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Mas Alta,La Creu Alta,2014,4.6,53,Espana,Priorato,86.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Francisco Garcia Perez,Adega do Moucho Treixadura,2017,4.6,53,Espana,Ribeiro,34.5,Unknown,4.0,3.0,unknown
Anima Negra,Son Negre,2007,4.6,51,Espana,Mallorca,282.65,Red,4.0,3.0,"Carnes, pastas, quesos"
Mas Doix,1902 Centenary Carignan Priorat,2017,4.6,51,Espana,Priorato,259.9,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Vega Sicilia,Unico,1961,4.6,50,Espana,Ribera del Duero,1099.28,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Castano,Casa Cisca Monastrell,2016,4.6,49,Espana,Yecla,35.0,Monastrell,5.0,3.0,"Carnes rojas, embutidos"
Descendientes de J. Palacios,Moncerbal Bierzo (Corullon),2016,4.6,48,Espana,Bierzo,269.95,Mencia,3.0,3.0,"Carnes, guisos, embutidos"
La Legua,Capricho,2014,4.6,47,Espana,Cigales,27.2693427,Red,4.0,3.0,"Carnes, pastas, quesos"
Dominio de Pingus,Pingus,2018,4.6,47,Espana,Ribera del Duero,1250.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2016,4.6,47,Espana,Rioja,52.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Oxer Wines,Kalamity Rioja,2018,4.6,46,Espana,Rioja,114.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Yuste,Conde de Aldama Amontillado,N.V.,4.6,46,Espana,Jerez-Xeres-Sherry,89.9,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Vega Sicilia,Valbuena 5o,1979,4.6,46,Espana,Ribera del Duero,195.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2015,4.6,45,Espana,Utiel-Requena,29.35,Red,4.0,3.0,"Carnes, pastas, quesos"
Proyecto Garnachas de Espana,El Garnacho Viejo de la Familia Acha,2014,4.6,45,Espana,Rioja,79.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Matarromera,Ribera del Duero Prestigio,2016,4.6,45,Espana,Ribera del Duero,53.95,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Casal de Arman,Finca Misenhora Edicion Limitada,2018,4.6,44,Espana,Ribeiro,26.2,Unknown,4.0,3.0,unknown
Mas Doix,1902 Centenary Carignan Priorat,2016,4.6,43,Espana,Priorato,270.44,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Artadi,La Poza de Ballesteros,2009,4.6,42,Espana,Vino de Espana,187.5,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Marques de Murrieta,Reserva Rioja (Finca Ygay),1954,4.6,42,Espana,Rioja,210.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Hacienda Monasterio,Reserva Especial,2016,4.6,41,Espana,Ribera del Duero,85.63,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Artadi,Vina El Pison,2017,4.6,41,Espana,Vino de Espana,304.54,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Vall Llach,Idus,2020,4.6,41,Espana,Priorato,34.3,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Clos Erasmus,Priorat,2003,4.6,41,Espana,Priorato,993.28,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Sierra Cantabria,Amancio,2017,4.6,40,Espana,Rioja,85.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Pago de Larrainzar,Rosado de Larrainzar,2020,4.6,39,Espana,Navarra,12.0,Unknown,4.0,3.0,unknown
Emilio Moro,Clon De La Familia,2015,4.6,39,Espana,Ribera del Duero,249.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Vega Sicilia,Unico Reserva Especial Edicion,1982,4.6,39,Espana,Ribera del Duero,1238.43,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Sierra Cantabria,Finca el Bosque,2002,4.6,38,Espana,Rioja,128.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Descendientes de J. Palacios,Valdafoz Bierzo (Corullon),2011,4.6,38,Espana,Bierzo,135.5,Mencia,3.0,3.0,"Carnes, guisos, embutidos"
Ukan Winery,Tinto,2019,4.6,38,Espana,Rioja Alavesa,40.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Finca Moncloa,Tintilla de Rota,2017,4.6,37,Espana,Cadiz,43.1,Unknown,4.0,3.0,unknown
Bodegas Mas Alta,La Creu Alta,2017,4.6,36,Espana,Priorato,85.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Vina Real,Rioja Gran Reserva,1986,4.6,35,Espana,Rioja,123.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Dominio de Atauta,Valdegatiles Ribera del Duero,2012,4.6,34,Espana,Ribera del Duero,106.35,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Toro Albala,Don PX Seleccion,1962,4.6,34,Espana,Montilla-Moriles,207.0,Pedro Ximenez,5.0,1.0,"Postres, quesos azules"
Micro Bio (MicroBio),Respublica Verdejo,2016,4.6,33,Espana,Vino de Espana,75.95,Verdejo,3.0,3.0,"Pescados, mariscos, ensaladas"
Dominio del Aguila,Gran Reserva Penas Aladas,2015,4.6,33,Espana,Ribera del Duero,185.3,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Terroir Al Limit Soc. Lda,Les Tosses,2016,4.6,33,Espana,Priorato,205.95,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Finca Torremilanos,Torremilanos Coleccion Ribera del Duero,2016,4.6,32,Espana,Ribera del Duero,40.45,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Artadi,El Carretil,2017,4.6,32,Espana,Vino de Espana,176.89,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Huerta de Albala,Taberner No. 1,2013,4.6,32,Espana,Cadiz,79.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Gomez Cruzado,Vina Motulleri,2011,4.6,30,Espana,Rioja,79.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Castell d'Encus,Saktih,2013,4.6,30,Espana,Costers del Segre,195.27,Red,4.0,3.0,"Carnes, pastas, quesos"
Abadia Retuerta,Cuvee Palomar,2017,4.6,30,Espana,Sardon de Duero,58.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2014,4.6,30,Espana,Priorato,1660.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Dominio de Atauta,Valdegatiles Ribera del Duero,2013,4.6,29,Espana,Ribera del Duero,111.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2017,4.6,29,Espana,Utiel-Requena,29.95,Red,4.0,3.0,"Carnes, pastas, quesos"
Enate,Uno Tinto,2010,4.6,28,Espana,Somontano,129.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Benjamin de Rothschild - Vega Sicilia,Macan,2017,4.6,28,Espana,Rioja,69.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Mas Doix,1903 Centenary Grenache,2016,4.6,28,Espana,Priorato,299.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Descendientes de J. Palacios,La Faraona Bierzo (Corullon),2010,4.6,28,Espana,Bierzo,3119.08,Red,4.0,3.0,"Carnes, pastas, quesos"
Bodegas Aragonesas,Galiano Seleccion Especial,2013,4.6,28,Espana,Campo de Borja,99.95,Red,4.0,3.0,"Carnes, pastas, quesos"
Telmo Rodriguez,Molino Real,2016,4.6,28,Espana,Malaga,41.69,Unknown,4.0,3.0,unknown
Anima Negra,Son Negre,2004,4.6,27,Espana,Mallorca,374.35,Red,4.0,3.0,"Carnes, pastas, quesos"
Tomas Postigo,5o Ano Ribera del Duero Tinto,2017,4.6,27,Espana,Ribera del Duero,46.45,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2011,4.6,27,Espana,Priorato,2750.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Acustic Celler,Etern Vinyes Molt Velles,2016,4.6,26,Espana,Priorato,42.5,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Vina Pedrosa,40 Aniversario Gran Reserva,2012,4.6,25,Espana,Ribera del Duero,95.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Osborne,Solera BC-200,N.V.,4.6,25,Espana,Jerez-Xeres-Sherry,197.3,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Recaredo,Corpinnat Enoteca Reserva Particular de Recaredo,2004,4.6,25,Espana,Cataluna,130.0,Sparkling,2.0,3.0,"Aperitivos, postres, mariscos"
Toro Albala,Don PX Pedro Ximenez,1968,4.6,25,Espana,Montilla-Moriles,181.5,Pedro Ximenez,5.0,1.0,"Postres, quesos azules"
Pago de Carraovejas,Tinto,2016,4.5,7529,Espana,Ribera del Duero,29.8,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Alion,Ribera del Duero,2013,4.5,7435,Espana,Ribera del Duero,73.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Alion,Ribera del Duero,2014,4.5,7237,Espana,Ribera del Duero,56.27,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Pintia,Toro,2014,4.5,5863,Espana,Toro,69.0,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Pago de Carraovejas,Tinto,2018,4.5,5372,Espana,Ribera del Duero,45.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Alion,Ribera del Duero,2015,4.5,5365,Espana,Ribera del Duero,75.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Pintia,Toro,2015,4.5,4979,Espana,Toro,69.8,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Pago de Carraovejas,Tinto,2017,4.5,4935,Espana,Ribera del Duero,121.936825872994,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2016,4.5,4411,Espana,Ribera del Duero,78.65,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2005,4.5,3521,Espana,Rioja,400.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
La Rioja Alta,Gran Reserva 890,2005,4.5,3443,Espana,Rioja,125.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2009,4.5,3148,Espana,Rioja,229.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Pintia,Toro,2016,4.5,3118,Espana,Toro,40.41,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Dominio de Pingus,Flor de Pingus,2016,4.5,2887,Espana,Ribera del Duero,101.94,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2015,4.5,2858,Espana,Ribera del Duero,172.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas El Nido,Clio,2015,4.5,2712,Espana,Jumilla,33.2,Red,4.0,3.0,"Carnes, pastas, quesos"
Dominio de Pingus,Flor de Pingus,2014,4.5,2710,Espana,Ribera del Duero,125.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
